100 4950
2 84 145
2 85 222
2 86 259
2 87 761
2 88 344
2 89 288
2 90 798
2 91 746
2 92 986
2 93 427
2 94 751
2 95 905
2 96 134
2 97 959
2 98 506
2 99 808
2 100 586
3 4 384
3 5 856
3 6 660
3 7 309
3 8 987
3 9 227
3 10 368
3 11 451
3 12 339
3 13 381
3 14 993
3 15 294
3 16 499
3 17 584
3 18 510
3 19 754
3 20 940
3 21 463
3 22 59
3 23 285
3 24 528
3 25 47
3 26 83
3 27 304
3 28 70
3 29 730
3 30 57
3 31 492
3 32 253
3 33 123
3 34 704
3 35 574
3 36 998
3 37 43
3 38 886
3 39 453
3 40 551
3 41 125
3 42 581
3 43 792
3 44 832
3 45 782
3 46 624
3 47 408
3 48 863
3 49 499
3 50 139
3 51 97
3 52 297
3 53 709
3 54 814
3 55 730
3 56 371
3 57 711
3 58 469
3 59 754
3 60 811
3 61 387
3 62 563
3 63 429
3 64 490
3 65 695
3 66 579
3 67 436
3 68 891
3 69 162
3 70 453
3 71 705
3 72 669
3 73 875
3 74 464
3 75 563
3 76 854
3 77 705
3 78 269
3 79 580
3 80 505
3 81 732
3 82 988
3 83 708
3 84 843
3 85 124
3 86 532
3 87 577
3 88 175
3 89 948
3 90 575
3 91 62
3 92 157
3 93 634
3 94 853
3 95 470
3 96 173
3 97 106
3 98 716
3 99 966
3 100 903
4 5 784
4 6 92
4 7 94
4 8 361
4 9 955
4 10 291
4 11 500
4 12 951
4 13 257
4 14 332
4 15 219
4 16 341
4 17 233
4 18 692
4 19 139
4 20 206
4 21 225
4 22 669
4 23 487
4 24 125
4 25 58
4 26 772
4 27 470
4 28 192
4 29 272
4 30 810
4 31 406
4 32 129
4 33 878
4 34 603
4 35 971
4 36 951
4 37 871
4 38 486
4 39 414
4 40 477
4 41 986
4 42 35
4 43 851
4 44 247
4 45 434
4 46 673
4 47 999
4 48 614
4 49 596
4 50 89
4 51 956
4 52 93
4 53 918
4 54 636
4 55 888
4 56 233
4 57 481
4 58 139
4 59 736
4 60 581
4 61 993
4 62 771
4 63 294
4 64 518
4 65 173
4 66 927
4 67 276
4 68 29
4 69 775
4 70 273
4 71 225
4 72 694
4 73 728
4 74 376
4 75 382
4 76 444
4 77 125
4 78 607
4 79 858
4 80 896
4 81 55
4 82 221
4 83 740
4 84 288
4 85 501
4 86 797
4 87 973
4 88 341
4 89 799
4 90 455
4 91 134
4 92 564
4 93 380
4 94 525
4 95 457
4 96 824
4 97 795
4 98 584
4 99 720
4 100 213
5 6 240
5 7 43
5 8 855
5 9 517
5 10 83
5 11 693
5 12 374
5 13 824
5 14 108
5 15 897
5 16 1
5 17 86
5 18 483
5 19 332
5 20 90
5 21 654
5 22 663
5 23 468
5 24 701
5 25 118
5 26 732
5 27 202
5 28 452
5 29 961
5 30 907
5 31 314
5 32 481
5 33 861
5 34 188
5 35 668
5 36 160
5 37 653
5 38 399
5 39 339
5 40 394
5 41 278
5 42 92
5 43 73
5 44 624
5 45 245
5 46 51
5 47 765
5 48 900
5 49 412
5 50 394
5 51 870
5 52 618
5 53 132
5 54 481
5 55 919
5 56 797
5 57 61
5 58 143
5 59 567
5 60 994
5 61 171
5 62 937
5 63 834
5 64 220
5 65 772
5 66 437
5 67 479
5 68 465
5 69 580
5 70 777
5 71 658
5 72 700
5 73 141
5 74 937
5 75 301
5 76 445
5 77 144
5 78 514
5 79 881
5 80 290
5 81 431
5 82 944
5 83 486
5 84 953
5 85 741
5 86 427
5 87 374
5 88 750
5 89 496
5 90 35
5 91 437
5 92 581
5 93 169
5 94 726
5 95 234
5 96 793
5 97 26
5 98 268
5 99 519
5 100 523
6 7 301
6 8 288
6 9 449
6 10 395
6 11 94
6 12 943
6 13 869
6 14 664
6 15 536
6 16 947
6 17 372
6 18 174
6 19 26
6 20 929
6 21 33
6 22 740
6 23 577
6 24 361
6 25 8
6 26 817
6 27 578
6 28 551
6 29 407
6 30 550
6 31 510
6 32 420
6 33 116
6 34 585
6 35 422
6 36 47
6 37 494
6 38 235
6 39 203
6 40 237
6 41 115
6 42 869
6 43 955
6 44 572
6 45 970
6 46 625
6 47 15
6 48 691
6 49 815
6 50 818
6 51 411
6 52 784
6 53 569
6 54 639
6 55 816
6 56 532
6 57 951
6 58 18
6 59 286
6 60 976
6 61 771
6 62 750
6 63 325
6 64 53
6 65 534
6 66 246
6 67 86
6 68 780
6 69 312
6 70 520
6 71 749
6 72 322
6 73 12
6 74 276
6 75 370
6 76 430
6 77 502
6 78 188
6 79 750
6 80 977
6 81 242
6 82 756
6 83 124
6 84 588
6 85 353
6 86 325
6 87 712
6 88 583
6 89 286
6 90 141
6 91 433
6 92 734
6 93 526
6 94 550
6 95 325
6 96 553
6 97 998
6 98 691
6 99 472
6 100 115
7 8 85
7 9 311
7 10 483
7 11 628
7 12 448
7 13 534
7 14 813
7 15 260
7 16 63
7 17 727
7 18 493
7 19 927
7 20 139
7 21 786
7 22 35
7 23 57
7 24 849
7 25 489
7 26 595
7 27 546
7 28 47
7 29 738
7 30 654
7 31 389
7 32 376
7 33 831
7 34 798
7 35 737
7 36 468
7 37 104
7 38 364
7 39 339
7 40 127
7 41 557
7 42 24
7 43 634
7 44 687
7 45 331
7 46 587
7 47 949
7 48 958
7 49 132
7 50 569
7 51 553
7 52 443
7 53 973
7 54 341
7 55 550
7 56 724
7 57 839
7 58 875
7 59 843
7 60 223
7 61 128
7 62 418
7 63 649
7 64 724
7 65 993
7 66 611
7 67 312
7 68 359
7 69 930
7 70 871
7 71 382
7 72 958
7 73 223
7 74 71
7 75 207
7 76 943
7 77 116
7 78 820
7 79 523
7 80 193
7 81 810
7 82 886
7 83 759
7 84 544
7 85 647
7 86 566
7 87 66
7 88 847
7 89 97
7 90 40
7 91 288
7 92 756
7 93 394
7 94 17
7 95 360
7 96 679
7 97 949
7 98 208
7 99 878
7 100 539
8 9 882
8 10 433
8 11 812
8 12 297
8 13 288
8 14 402
8 15 606
8 16 384
8 17 107
8 18 472
8 19 148
8 20 476
8 21 683
8 22 927
8 23 338
8 24 288
8 25 404
8 26 563
8 27 244
8 28 290
8 29 1
8 30 656
8 31 84
8 32 542
8 33 386
8 34 575
8 35 509
8 36 50
8 37 129
8 38 613
8 39 923
8 40 327
8 41 939
8 42 816
8 43 839
8 44 69
8 45 750
8 46 870
8 47 481
8 48 132
8 49 285
8 50 330
8 51 133
8 52 221
8 53 187
8 54 753
8 55 975
8 56 971
8 57 104
8 58 513
8 59 365
8 60 329
8 61 305
8 62 366
8 63 827
8 64 427
8 65 719
8 66 42
8 67 223
8 68 353
8 69 478
8 70 427
8 71 828
8 72 498
8 73 345
8 74 117
8 75 315
8 76 401
8 77 620
8 78 409
8 79 870
8 80 261
8 81 399
8 82 8
8 83 926
8 84 543
8 85 277
8 86 4
8 87 246
8 88 343
8 89 874
8 90 925
8 91 349
8 92 443
8 93 778
8 94 893
8 95 502
8 96 214
8 97 773
8 98 197
8 99 772
8 100 805
9 10 456
9 11 828
9 12 862
9 13 279
9 14 609
9 15 757
9 16 729
9 17 624
9 18 925
9 19 30
9 20 205
9 21 800
9 22 962
9 23 948
9 24 114
9 25 260
9 26 420
9 27 900
9 28 615
9 29 609
9 30 107
9 31 637
9 32 757
9 33 314
9 34 206
9 35 37
9 36 484
9 37 656
9 38 696
9 39 647
9 40 564
9 41 325
9 42 41
9 43 573
9 44 186
9 45 350
9 46 507
9 47 488
9 48 214
9 49 271
9 50 707
9 51 822
9 52 307
9 53 728
9 54 254
9 55 421
9 56 428
9 57 895
9 58 601
9 59 235
9 60 439
9 61 425
9 62 461
9 63 814
9 64 793
9 65 828
9 66 389
9 67 675
9 68 540
9 69 461
9 70 399
9 71 825
9 72 148
9 73 537
9 74 725
9 75 998
9 76 853
9 77 844
9 78 79
9 79 391
9 80 541
9 81 80
9 82 26
9 83 953
9 84 388
9 85 981
9 86 318
9 87 527
9 88 737
9 89 672
9 90 320
9 91 385
9 92 965
9 93 900
9 94 860
9 95 950
9 96 297
9 97 72
9 98 143
9 99 765
9 100 827
10 11 289
10 12 559
10 13 997
10 14 216
10 15 768
10 16 514
10 17 17
10 18 805
10 19 347
10 20 633
10 21 871
10 22 125
10 23 989
10 24 955
10 25 667
10 26 49
10 27 444
10 28 967
10 29 193
10 30 53
10 31 520
10 32 591
10 33 302
10 34 331
10 35 597
10 36 493
10 37 866
10 38 754
10 39 338
10 40 301
10 41 341
10 42 893
10 43 754
10 44 621
10 45 252
10 46 598
10 47 47
10 48 932
10 49 121
10 50 873
10 51 899
10 52 740
10 53 666
10 54 18
10 55 141
10 56 584
10 57 289
10 58 285
10 59 959
10 60 775
10 61 174
10 62 526
10 63 70
10 64 948
10 65 517
10 66 565
10 67 533
10 68 814
10 69 711
10 70 288
10 71 120
10 72 709
10 73 516
10 74 676
10 75 423
10 76 792
10 77 510
10 78 266
10 79 107
10 80 19
10 81 380
10 82 783
10 83 992
10 84 237
10 85 838
10 86 915
10 87 884
10 88 19
10 89 221
10 90 479
10 91 319
10 92 84
10 93 53
10 94 448
10 95 656
10 96 435
10 97 137
10 98 585
10 99 176
10 100 545
11 12 965
11 13 663
11 14 116
11 15 231
11 16 481
11 17 505
11 18 816
11 19 48
11 20 519
11 21 332
11 22 384
11 23 328
11 24 441
11 25 147
11 26 572
11 27 230
11 28 780
11 29 150
11 30 765
11 31 380
11 32 942
11 33 405
11 34 269
11 35 2
11 36 241
11 37 252
11 38 316
11 39 615
11 40 851
11 41 201
11 42 449
11 43 672
11 44 432
11 45 284
11 46 227
11 47 746
11 48 503
11 49 100
11 50 406
11 51 128
11 52 853
11 53 48
11 54 18
11 55 931
11 56 530
11 57 472
11 58 38
11 59 85
11 60 213
11 61 700
11 62 538
11 63 804
11 64 9
11 65 227
11 66 511
11 67 402
11 68 979
11 69 510
11 70 790
11 71 568
11 72 924
11 73 114
11 74 727
11 75 447
11 76 248
11 77 197
11 78 557
11 79 149
11 80 932
11 81 571
11 82 618
11 83 538
11 84 918
11 85 809
11 86 849
11 87 412
11 88 452
11 89 151
11 90 242
11 91 439
11 92 183
11 93 179
11 94 158
11 95 443
11 96 61
11 97 502
11 98 695
11 99 921
11 100 334
12 13 937
12 14 522
12 15 885
12 16 197
12 17 913
12 18 839
12 19 386
12 20 873
12 21 88
12 22 412
12 23 348
12 24 191
12 25 418
12 26 833
12 27 549
12 28 944
12 29 148
12 30 425
12 31 874
12 32 589
12 33 472
12 34 488
12 35 191
12 36 68
12 37 845
12 38 782
12 39 465
12 40 809
12 41 176
12 42 429
12 43 965
12 44 202
12 45 388
12 46 658
12 47 676
12 48 94
12 49 80
12 50 65
12 51 273
12 52 100
12 53 285
12 54 303
12 55 270
12 56 783
12 57 534
12 58 382
12 59 199
12 60 991
12 61 739
12 62 992
12 63 933
12 64 901
12 65 610
12 66 535
12 67 507
12 68 572
12 69 596
12 70 774
12 71 54
12 72 48
12 73 586
12 74 271
12 75 703
12 76 307
12 77 856
12 78 50
12 79 567
12 80 612
12 81 988
12 82 142
12 83 157
12 84 46
12 85 755
12 86 944
12 87 856
12 88 292
12 89 200
12 90 551
12 91 290
12 92 948
12 93 399
12 94 502
12 95 722
12 96 926
12 97 634
12 98 595
12 99 819
12 100 728
13 14 968
13 15 698
13 16 408
13 17 647
13 18 458
13 19 733
13 20 71
13 21 201
13 22 478
13 23 249
13 24 697
13 25 330
13 26 898
13 27 257
13 28 353
13 29 157
13 30 106
13 31 249
13 32 64
13 33 375
13 34 90
13 35 578
13 36 391
13 37 531
13 38 83
13 39 611
13 40 889
13 41 782
13 42 500
13 43 331
13 44 824
13 45 895
13 46 141
13 47 322
13 48 743
13 49 554
13 50 911
13 51 281
13 52 769
13 53 265
13 54 529
13 55 513
13 56 724
13 57 403
13 58 964
13 59 50
13 60 439
13 61 210
13 62 587
13 63 340
13 64 865
13 65 770
13 66 265
13 67 657
13 68 834
13 69 284
13 70 888
13 71 675
13 72 599
13 73 162
13 74 58
13 75 862
13 76 484
13 77 764
13 78 934
13 79 616
13 80 288
13 81 798
13 82 454
13 83 332
13 84 264
13 85 706
13 86 427
13 87 800
13 88 818
13 89 565
13 90 230
13 91 616
13 92 262
13 93 306
13 94 88
13 95 538
13 96 247
13 97 294
13 98 182
13 99 930
13 100 720
14 15 579
14 16 50
14 17 757
14 18 530
14 19 340
14 20 47
14 21 757
14 22 29
14 23 351
14 24 807
14 25 755
14 26 290
14 27 482
14 28 986
14 29 259
14 30 789
14 31 562
14 32 730
14 33 773
14 34 666
14 35 128
14 36 630
14 37 503
14 38 933
14 39 876
14 40 139
14 41 369
14 42 215
14 43 840
14 44 683
14 45 497
14 46 914
14 47 617
14 48 948
14 49 619
14 50 878
14 51 167
14 52 95
14 53 41
14 54 952
14 55 1
14 56 860
14 57 117
14 58 10
14 59 790
14 60 797
14 61 385
14 62 341
14 63 696
14 64 135
14 65 797
14 66 473
14 67 982
14 68 989
14 69 710
14 70 829
14 71 681
14 72 911
14 73 563
14 74 788
14 75 381
14 76 4
14 77 409
14 78 47
14 79 427
14 80 101
14 81 729
14 82 354
14 83 71
14 84 725
14 85 190
14 86 12
14 87 388
14 88 835
14 89 282
14 90 726
14 91 982
14 92 567
14 93 989
14 94 684
14 95 802
14 96 480
14 97 942
14 98 957
14 99 595
14 100 23
15 16 691
15 17 591
15 18 806
15 19 215
15 20 50
15 21 2
15 22 966
15 23 772
15 24 669
15 25 514
15 26 865
15 27 166
15 28 258
15 29 185
15 30 61
15 31 346
15 32 136
15 33 235
15 34 512
15 35 112
15 36 33
15 37 730
15 38 398
15 39 368
15 40 302
15 41 348
15 42 400
15 43 746
15 44 979
15 45 351
15 46 13
15 47 339
15 48 353
15 49 129
15 50 668
15 51 503
15 52 967
15 53 905
15 54 724
15 55 2
15 56 236
15 57 479
15 58 617
15 59 944
15 60 78
15 61 112
15 62 720
15 63 261
15 64 260
15 65 913
15 66 704
15 67 715
15 68 357
15 69 331
15 70 456
15 71 661
15 72 506
15 73 626
15 74 840
15 75 53
15 76 383
15 77 406
15 78 861
15 79 432
15 80 55
15 81 616
15 82 10
15 83 867
15 84 652
15 85 566
15 86 861
15 87 102
15 88 19
15 89 868
15 90 196
15 91 376
15 92 767
15 93 393
15 94 213
15 95 662
15 96 399
15 97 600
15 98 620
15 99 306
15 100 443
16 17 853
16 18 650
16 19 298
16 20 740
16 21 580
16 22 299
16 23 661
16 24 332
16 25 387
16 26 341
16 27 691
16 28 610
16 29 491
16 30 903
16 31 42
16 32 646
16 33 65
16 34 662
16 35 870
16 36 883
16 37 374
16 38 942
16 39 541
16 40 603
16 41 801
16 42 281
16 43 631
16 44 843
16 45 120
16 46 247
16 47 189
16 48 686
16 49 636
16 50 554
16 51 524
16 52 94
16 53 35
16 54 781
16 55 971
16 56 708
16 57 76
16 58 233
16 59 395
16 60 284
16 61 460
16 62 748
16 63 401
16 64 693
16 65 501
16 66 489
16 67 493
16 68 644
16 69 457
16 70 25
16 71 662
16 72 570
16 73 625
16 74 244
16 75 142
16 76 334
16 77 561
16 78 899
16 79 308
16 80 681
16 81 34
16 82 821
16 83 971
16 84 611
16 85 583
16 86 121
16 87 525
16 88 94
16 89 769
16 90 898
16 91 711
16 92 797
16 93 492
16 94 273
16 95 958
16 96 741
16 97 986
16 98 784
16 99 551
16 100 72
17 18 341
17 19 443
17 20 101
17 21 354
17 22 671
17 23 1000
17 24 59
17 25 68
17 26 275
17 27 216
17 28 248
17 29 227
17 30 419
17 31 179
17 32 663
17 33 287
17 34 582
17 35 979
17 36 5
17 37 779
17 38 278
17 39 271
17 40 699
17 41 321
17 42 824
17 43 532
17 44 368
17 45 941
17 46 649
17 47 64
17 48 13
17 49 890
17 50 17
17 51 20
17 52 361
17 53 344
17 54 257
17 55 25
17 56 137
17 57 694
17 58 882
17 59 170
17 60 235
17 61 326
17 62 178
17 63 438
17 64 17
17 65 72
17 66 154
17 67 846
17 68 236
17 69 753
17 70 932
17 71 867
17 72 309
17 73 480
17 74 958
17 75 912
17 76 928
17 77 647
17 78 635
17 79 928
17 80 240
17 81 774
17 82 239
17 83 412
17 84 84
17 85 631
17 86 221
17 87 373
17 88 21
17 89 313
17 90 266
17 91 59
17 92 134
17 93 184
17 94 713
17 95 482
17 96 836
17 97 869
17 98 188
17 99 39
17 100 180
18 19 709
18 20 574
18 21 780
18 22 383
18 23 354
18 24 661
18 25 123
18 26 574
18 27 416
18 28 104
18 29 50
18 30 982
18 31 354
18 32 530
18 33 99
18 34 56
18 35 11
18 36 912
18 37 675
18 38 248
18 39 480
18 40 578
18 41 509
18 42 452
18 43 209
18 44 441
18 45 277
18 46 318
18 47 533
18 48 338
18 49 703
18 50 942
18 51 45
18 52 563
18 53 681
18 54 651
18 55 474
18 56 967
18 57 206
18 58 883
18 59 7
18 60 232
18 61 184
18 62 382
18 63 211
18 64 176
18 65 391
18 66 200
18 67 983
18 68 199
18 69 143
18 70 244
18 71 205
18 72 233
18 73 474
18 74 337
18 75 14
18 76 797
18 77 864
18 78 49
18 79 874
18 80 24
18 81 814
18 82 766
18 83 860
18 84 775
18 85 819
18 86 735
18 87 824
18 88 174
18 89 530
18 90 72
18 91 385
18 92 209
18 93 161
18 94 970
18 95 882
18 96 229
18 97 427
18 98 583
18 99 749
18 100 464
19 20 564
19 21 326
19 22 947
19 23 914
19 24 237
19 25 576
19 26 412
19 27 228
19 28 364
19 29 7
19 30 654
19 31 432
19 32 173
19 33 40
19 34 957
19 35 599
19 36 22
19 37 148
19 38 844
19 39 846
19 40 791
19 41 1000
19 42 715
19 43 242
19 44 891
19 45 671
19 46 855
19 47 509
19 48 172
19 49 410
19 50 211
19 51 606
19 52 306
19 53 702
19 54 623
19 55 566
19 56 409
19 57 599
19 58 423
19 59 201
19 60 976
19 61 559
19 62 587
19 63 511
19 64 410
19 65 288
19 66 843
19 67 942
19 68 695
19 69 293
19 70 423
19 71 813
19 72 15
19 73 166
19 74 367
19 75 555
19 76 361
19 77 796
19 78 572
19 79 599
19 80 422
19 81 27
19 82 980
19 83 37
19 84 313
19 85 471
19 86 598
19 87 404
19 88 929
19 89 473
19 90 266
19 91 194
19 92 977
19 93 465
19 94 343
19 95 980
19 96 984
19 97 177
19 98 728
19 99 226
19 100 822
20 21 464
20 22 905
20 23 172
20 24 554
20 25 708
20 26 914
20 27 385
20 28 637
20 29 50
20 30 428
20 31 848
20 32 798
20 33 922
20 34 364
20 35 689
20 36 108
20 37 621
20 38 694
20 39 905
20 40 63
20 41 910
20 42 367
20 43 705
20 44 721
20 45 873
20 46 542
20 47 320
20 48 181
20 49 516
20 50 523
20 51 388
20 52 966
20 53 845
20 54 89
20 55 282
20 56 88
20 57 408
20 58 131
20 59 986
20 60 863
20 61 529
20 62 770
20 63 372
20 64 751
20 65 723
20 66 380
20 67 6
20 68 792
20 69 33
20 70 184
20 71 813
20 72 407
20 73 260
20 74 352
20 75 245
20 76 641
20 77 324
20 78 759
20 79 779
20 80 116
20 81 252
20 82 844
20 83 881
20 84 266
20 85 512
20 86 224
20 87 772
20 88 628
20 89 687
20 90 998
20 91 627
20 92 261
20 93 716
20 94 900
20 95 51
20 96 560
20 97 197
20 98 743
20 99 948
20 100 43
21 22 477
21 23 796
21 24 138
21 25 884
21 26 513
21 27 52
21 28 340
21 29 248
21 30 748
21 31 522
21 32 371
21 33 732
21 34 474
21 35 10
21 36 673
21 37 440
21 38 430
21 39 14
21 40 533
21 41 511
21 42 604
21 43 696
21 44 594
21 45 131
21 46 488
21 47 73
21 48 532
21 49 331
21 50 255
21 51 873
21 52 993
21 53 120
21 54 614
21 55 710
21 56 156
21 57 745
21 58 302
21 59 500
21 60 535
21 61 132
21 62 466
21 63 312
21 64 875
21 65 799
21 66 411
21 67 43
21 68 250
21 69 784
21 70 455
21 71 616
21 72 723
21 73 402
21 74 863
21 75 610
21 76 187
21 77 852
21 78 111
21 79 495
21 80 227
21 81 1000
21 82 945
21 83 896
21 84 132
21 85 857
21 86 996
21 87 558
21 88 406
21 89 569
21 90 899
21 91 934
21 92 387
21 93 960
21 94 190
21 95 562
21 96 836
21 97 916
21 98 434
21 99 667
21 100 610
22 23 173
22 24 335
22 25 639
22 26 767
22 27 294
22 28 807
22 29 329
22 30 723
22 31 880
22 32 242
22 33 327
22 34 313
22 35 329
22 36 459
22 37 636
22 38 874
22 39 668
22 40 64
22 41 427
22 42 697
22 43 265
22 44 216
22 45 792
22 46 470
22 47 478
22 48 22
22 49 661
22 50 564
22 51 511
22 52 52
22 53 311
22 54 270
22 55 60
22 56 706
22 57 145
22 58 353
22 59 509
22 60 418
22 61 644
22 62 532
22 63 749
22 64 930
22 65 683
22 66 733
22 67 910
22 68 127
22 69 623
22 70 240
22 71 544
22 72 152
22 73 857
22 74 99
22 75 68
22 76 807
22 77 719
22 78 375
22 79 508
22 80 456
22 81 947
22 82 135
22 83 839
22 84 918
22 85 107
22 86 260
22 87 475
22 88 98
22 89 652
22 90 437
22 91 697
22 92 320
22 93 550
22 94 964
22 95 73
22 96 612
22 97 629
22 98 197
22 99 162
22 100 420
23 24 91
23 25 771
23 26 56
23 27 483
23 28 840
23 29 951
23 30 542
23 31 868
23 32 559
23 33 706
23 34 953
23 35 375
23 36 715
23 37 391
23 38 983
23 39 823
23 40 887
23 41 127
23 42 27
23 43 928
23 44 129
23 45 239
23 46 836
23 47 778
23 48 244
23 49 381
23 50 541
23 51 118
23 52 186
23 53 178
23 54 333
23 55 951
23 56 975
23 57 521
23 58 350
23 59 172
23 60 821
23 61 856
23 62 579
23 63 231
23 64 363
23 65 84
23 66 793
23 67 53
23 68 210
23 69 940
23 70 855
23 71 699
23 72 191
23 73 933
23 74 902
23 75 507
23 76 996
23 77 245
23 78 232
23 79 697
23 80 127
23 81 162
23 82 923
23 83 667
23 84 326
23 85 918
23 86 497
23 87 472
23 88 915
23 89 60
23 90 154
23 91 222
23 92 700
23 93 683
23 94 399
23 95 374
23 96 382
23 97 147
23 98 86
23 99 156
23 100 633
24 25 153
24 26 194
24 27 620
24 28 258
24 29 258
24 30 866
24 31 35
24 32 131
24 33 208
24 34 518
24 35 623
24 36 802
24 37 701
24 38 67
24 39 869
24 40 976
24 41 421
24 42 559
24 43 877
24 44 252
24 45 474
24 46 771
24 47 530
24 48 828
24 49 566
24 50 549
24 51 411
24 52 73
24 53 546
24 54 967
24 55 739
24 56 136
24 57 171
24 58 568
24 59 799
24 60 32
24 61 193
24 62 262
24 63 601
24 64 860
24 65 144
24 66 658
24 67 742
24 68 78
24 69 408
24 70 896
24 71 725
24 72 14
24 73 460
24 74 251
24 75 201
24 76 31
24 77 365
24 78 82
24 79 882
24 80 11
24 81 906
24 82 908
24 83 100
24 84 92
24 85 949
24 86 652
24 87 247
24 88 824
24 89 896
24 90 374
24 91 592
24 92 161
24 93 349
24 94 11
24 95 188
24 96 967
24 97 336
24 98 942
24 99 882
24 100 964
25 26 709
25 27 415
25 28 626
25 29 274
25 30 570
25 31 132
25 32 617
25 33 2
25 34 849
25 35 550
25 36 954
25 37 506
25 38 370
25 39 678
25 40 838
25 41 303
25 42 40
25 43 431
25 44 519
25 45 758
25 46 998
25 47 834
25 48 492
25 49 993
25 50 850
25 51 612
25 52 668
25 53 685
25 54 334
25 55 988
25 56 509
25 57 673
25 58 45
25 59 704
25 60 356
25 61 541
25 62 55
25 63 590
25 64 441
25 65 615
25 66 558
25 67 211
25 68 313
25 69 26
25 70 887
25 71 392
25 72 663
25 73 770
25 74 517
25 75 677
25 76 781
25 77 949
25 78 914
25 79 1
25 80 135
25 81 582
25 82 337
25 83 144
25 84 803
25 85 703
25 86 952
25 87 743
25 88 732
25 89 621
25 90 874
25 91 924
25 92 86
25 93 553
25 94 983
25 95 843
25 96 129
25 97 26
25 98 643
25 99 683
25 100 418
26 27 733
26 28 656
26 29 912
26 30 253
26 31 762
26 32 96
26 33 837
26 34 651
26 35 361
26 36 844
26 37 756
26 38 298
26 39 685
26 40 966
26 41 261
26 42 245
26 43 161
26 44 269
26 45 482
26 46 301
26 47 429
26 48 667
26 49 312
26 50 379
26 51 2
26 52 188
26 53 933
26 54 278
26 55 92
26 56 765
26 57 160
26 58 616
26 59 247
26 60 140
26 61 427
26 62 928
26 63 748
26 64 507
26 65 438
26 66 138
26 67 915
26 68 755
26 69 806
26 70 898
26 71 761
26 72 408
26 73 198
26 74 540
26 75 654
26 76 632
26 77 807
26 78 604
26 79 918
26 80 913
26 81 184
26 82 191
26 83 534
26 84 269
26 85 734
26 86 624
26 87 374
26 88 106
26 89 416
26 90 147
26 91 637
26 92 66
26 93 452
26 94 648
26 95 403
26 96 495
26 97 85
26 98 641
26 99 480
26 100 379
27 28 688
27 29 992
27 30 971
27 31 852
27 32 766
27 33 122
27 34 229
27 35 651
27 36 649
27 37 672
27 38 115
27 39 115
27 40 933
27 41 865
27 42 745
27 43 592
27 44 945
27 45 46
27 46 136
27 47 360
27 48 800
27 49 141
27 50 428
27 51 428
27 52 833
27 53 13
27 54 605
27 55 823
27 56 461
27 57 951
27 58 882
27 59 214
27 60 768
27 61 778
27 62 183
27 63 1000
27 64 355
27 65 315
27 66 386
27 67 203
27 68 269
27 69 175
27 70 249
27 71 794
27 72 33
27 73 136
27 74 188
27 75 286
27 76 97
27 77 562
27 78 345
27 79 737
27 80 243
27 81 618
27 82 596
27 83 487
27 84 744
27 85 264
27 86 434
27 87 267
27 88 328
27 89 247
27 90 898
27 91 524
27 92 237
27 93 594
27 94 964
27 95 70
27 96 934
27 97 335
27 98 79
27 99 431
27 100 252
28 29 426
28 30 750
28 31 483
28 32 32
28 33 131
28 34 366
28 35 250
28 36 545
28 37 331
