100 99000
7 8 254
7 9 672
7 10 713
7 11 371
7 12 632
7 13 700
7 14 530
7 15 875
7 16 426
7 17 878
7 18 755
7 19 21
7 20 85
7 21 887
7 22 634
7 23 36
7 24 461
7 25 270
7 26 135
7 27 720
7 28 118
7 29 470
7 30 288
7 31 100
7 32 328
7 33 220
7 34 355
7 35 208
7 36 597
7 37 601
7 38 299
7 39 364
7 40 826
7 41 311
7 42 296
7 43 681
7 44 479
7 45 928
7 46 272
7 47 681
7 48 361
7 49 237
7 50 699
7 51 203
7 52 865
7 53 898
7 54 127
7 55 36
7 56 794
7 57 11
7 58 210
7 59 929
7 60 129
7 61 375
7 62 172
7 63 920
7 64 339
7 65 485
7 66 990
7 67 141
7 68 100
7 69 566
7 70 743
7 71 527
7 72 532
7 73 187
7 74 883
7 75 102
7 76 311
7 77 261
7 78 405
7 79 759
7 80 264
7 81 464
7 82 147
7 83 713
7 84 311
7 85 386
7 86 715
7 87 43
7 88 865
7 89 943
7 90 751
7 91 993
7 92 35
7 93 868
7 94 550
7 95 964
7 96 265
7 97 302
7 98 234
7 99 359
7 100 243
8 9 813
8 10 995
8 11 707
8 12 210
8 13 355
8 14 120
8 15 735
8 16 15
8 17 998
8 18 793
8 19 314
8 20 536
8 21 446
8 22 905
8 23 454
8 24 313
8 25 669
8 26 359
8 27 751
8 28 518
8 29 161
8 30 600
8 31 990
8 32 605
8 33 661
8 34 357
8 35 789
8 36 269
8 37 347
8 38 837
8 39 492
8 40 549
8 41 824
8 42 839
8 43 699
8 44 209
8 45 447
8 46 543
8 47 135
8 48 740
8 49 764
8 50 945
8 51 756
8 52 595
8 53 147
8 54 170
8 55 280
8 56 525
8 57 892
8 58 165
8 59 558
8 60 112
8 61 335
8 62 486
8 63 452
8 64 871
8 65 795
8 66 171
8 67 157
8 68 524
8 69 372
8 70 941
8 71 121
8 72 303
8 73 910
8 74 200
8 75 2
8 76 398
8 77 673
8 78 580
8 79 311
8 80 903
8 81 514
8 82 6
8 83 696
8 84 876
8 85 610
8 86 527
8 87 2
8 88 367
8 89 30
8 90 378
8 91 563
8 92 522
8 93 716
8 94 32
8 95 363
8 96 132
8 97 639
8 98 209
8 99 29
8 100 223
9 10 208
9 11 77
9 12 783
9 13 559
9 14 208
9 15 142
9 16 816
9 17 158
9 18 821
9 19 546
9 20 724
9 21 184
9 22 532
9 23 766
9 24 948
9 25 826
9 26 954
9 27 955
9 28 382
9 29 23
9 30 886
9 31 383
9 32 569
9 33 138
9 34 130
9 35 751
9 36 162
9 37 951
9 38 889
9 39 330
9 40 572
9 41 572
9 42 766
9 43 169
9 44 965
9 45 135
9 46 684
9 47 872
9 48 46
9 49 389
9 50 259
9 51 649
9 52 288
9 53 531
9 54 427
9 55 653
9 56 531
9 57 911
9 58 379
9 59 821
9 60 134
9 61 446
9 62 88
9 63 706
9 64 82
9 65 868
9 66 983
9 67 46
9 68 739
9 69 160
9 70 570
9 71 32
9 72 156
9 73 794
9 74 33
9 75 530
9 76 110
9 77 615
9 78 133
9 79 737
9 80 301
9 81 503
9 82 930
9 83 990
9 84 371
9 85 157
9 86 138
9 87 736
9 88 666
9 89 611
9 90 161
9 91 884
9 92 927
9 93 351
9 94 96
9 95 15
9 96 312
9 97 131
9 98 259
9 99 210
9 100 439
10 11 854
10 12 34
10 13 455
10 14 353
10 15 127
10 16 75
10 17 864
10 18 612
10 19 348
10 20 177
10 21 223
10 22 891
10 23 431
10 24 358
10 25 556
10 26 793
10 27 540
10 28 933
10 29 725
10 30 776
10 31 422
10 32 655
10 33 293
10 34 382
10 35 222
10 36 195
10 37 117
10 38 172
10 39 866
10 40 521
10 41 429
10 42 59
10 43 394
10 44 964
10 45 378
10 46 940
10 47 825
10 48 36
10 49 266
10 50 820
10 51 449
10 52 268
10 53 959
10 54 831
10 55 618
10 56 643
10 57 227
10 58 829
10 59 424
10 60 406
10 61 971
10 62 490
10 63 855
10 64 294
10 65 589
10 66 74
10 67 305
10 68 502
10 69 959
10 70 277
10 71 527
10 72 906
10 73 776
10 74 848
10 75 406
10 76 368
10 77 224
10 78 895
10 79 157
10 80 137
10 81 219
10 82 35
10 83 800
10 84 682
10 85 712
10 86 837
10 87 25
10 88 465
10 89 773
10 90 204
10 91 819
10 92 480
10 93 464
10 94 637
10 95 439
10 96 589
10 97 701
10 98 530
10 99 615
10 100 957
11 12 631
11 13 945
11 14 80
11 15 135
11 16 219
11 17 512
11 18 783
11 19 582
11 20 53
11 21 400
11 22 409
11 23 679
11 24 602
11 25 510
11 26 45
11 27 528
11 28 392
11 29 329
11 30 128
11 31 81
11 32 857
11 33 101
11 34 1000
11 35 408
11 36 836
11 37 252
11 38 715
11 39 130
11 40 952
11 41 233
11 42 931
11 43 333
11 44 363
11 45 198
11 46 11
11 47 503
11 48 612
11 49 205
11 50 684
11 51 274
11 52 568
11 53 840
11 54 880
11 55 41
11 56 680
11 57 454
11 58 599
11 59 740
11 60 48
11 61 431
11 62 919
11 63 326
11 64 29
11 65 150
11 66 507
11 67 768
11 68 359
11 69 571
11 70 242
11 71 583
11 72 52
11 73 614
11 74 797
11 75 228
11 76 523
11 77 763
11 78 320
11 79 885
11 80 704
11 81 539
11 82 532
11 83 436
11 84 110
11 85 803
11 86 887
11 87 679
11 88 109
11 89 27
11 90 637
11 91 81
11 92 872
11 93 971
11 94 905
11 95 614
11 96 731
11 97 440
11 98 149
11 99 468
11 100 947
12 13 33
12 14 594
12 15 694
12 16 104
12 17 63
12 18 525
12 19 70
12 20 624
12 21 65
12 22 522
12 23 733
12 24 131
12 25 575
12 26 16
12 27 389
12 28 663
12 29 81
12 30 763
12 31 126
12 32 939
12 33 342
12 34 103
12 35 143
12 36 193
12 37 476
12 38 111
12 39 936
12 40 297
12 41 508
12 42 995
12 43 744
12 44 153
12 45 282
12 46 361
12 47 288
12 48 602
12 49 917
12 50 189
12 51 113
12 52 315
12 53 238
12 54 648
12 55 78
12 56 423
12 57 830
12 58 91
12 59 785
12 60 852
12 61 669
12 62 854
12 63 997
12 64 607
12 65 466
12 66 707
12 67 344
12 68 483
12 69 180
12 70 75
12 71 862
12 72 949
12 73 349
12 74 386
12 75 160
12 76 172
12 77 164
12 78 148
12 79 264
12 80 428
12 81 472
12 82 632
12 83 441
12 84 389
12 85 114
12 86 245
12 87 528
12 88 997
12 89 274
12 90 978
12 91 600
12 92 940
12 93 763
12 94 524
12 95 981
12 96 942
12 97 419
12 98 922
12 99 933
12 100 355
13 14 20
13 15 852
13 16 540
13 17 803
13 18 407
13 19 923
13 20 607
13 21 837
13 22 728
13 23 577
13 24 605
13 25 858
13 26 974
13 27 461
13 28 965
13 29 778
13 30 233
13 31 375
13 32 271
13 33 163
13 34 327
13 35 163
13 36 140
13 37 833
13 38 766
13 39 152
13 40 848
13 41 163
13 42 175
13 43 989
13 44 984
13 45 561
13 46 633
13 47 11
13 48 695
13 49 863
13 50 581
13 51 475
13 52 306
13 53 625
13 54 226
13 55 283
13 56 366
13 57 556
13 58 622
13 59 48
13 60 426
13 61 556
13 62 833
13 63 616
13 64 71
13 65 121
13 66 866
13 67 399
13 68 41
13 69 77
13 70 280
13 71 131
13 72 445
13 73 882
13 74 659
13 75 914
13 76 402
13 77 995
13 78 363
13 79 639
13 80 632
13 81 24
13 82 223
13 83 178
13 84 804
13 85 652
13 86 113
13 87 920
13 88 685
13 89 577
13 90 568
13 91 534
13 92 390
13 93 936
13 94 860
13 95 63
13 96 272
13 97 963
13 98 219
13 99 701
13 100 263
14 15 857
14 16 112
14 17 873
14 18 696
14 19 99
14 20 751
14 21 467
14 22 918
14 23 691
14 24 254
14 25 338
14 26 233
14 27 72
14 28 138
14 29 432
14 30 979
14 31 674
14 32 49
14 33 154
14 34 776
14 35 368
14 36 919
14 37 820
14 38 254
14 39 272
14 40 959
14 41 323
14 42 795
14 43 668
14 44 168
14 45 354
14 46 98
14 47 2
14 48 273
14 49 802
14 50 606
14 51 205
14 52 282
14 53 186
14 54 92
14 55 823
14 56 55
14 57 223
14 58 959
14 59 684
14 60 585
14 61 902
14 62 35
14 63 89
14 64 895
14 65 670
14 66 931
14 67 766
14 68 734
14 69 579
14 70 242
14 71 60
14 72 481
14 73 523
14 74 139
14 75 110
14 76 947
14 77 906
14 78 164
14 79 978
14 80 977
14 81 360
14 82 255
14 83 982
14 84 39
14 85 374
14 86 313
14 87 707
14 88 218
14 89 928
14 90 847
14 91 427
14 92 275
14 93 521
14 94 504
14 95 935
14 96 716
14 97 166
14 98 521
14 99 998
14 100 24
15 16 244
15 17 405
15 18 935
15 19 479
15 20 302
15 21 381
15 22 50
15 23 244
15 24 171
15 25 407
15 26 894
15 27 638
15 28 5
15 29 803
15 30 604
15 31 761
15 32 98
15 33 796
15 34 799
15 35 896
15 36 602
15 37 514
15 38 760
15 39 371
15 40 484
15 41 246
15 42 890
15 43 780
15 44 357
15 45 993
15 46 682
15 47 756
15 48 17
15 49 625
15 50 674
15 51 709
15 52 817
15 53 179
15 54 143
15 55 201
15 56 230
15 57 103
15 58 499
15 59 878
15 60 207
15 61 488
15 62 634
15 63 138
15 64 193
15 65 585
15 66 695
15 67 949
15 68 907
15 69 156
15 70 30
15 71 493
15 72 256
15 73 452
15 74 274
15 75 557
15 76 974
15 77 876
15 78 826
15 79 846
15 80 864
15 81 609
15 82 193
15 83 630
15 84 739
15 85 764
15 86 931
15 87 411
15 88 428
15 89 854
15 90 182
15 91 518
15 92 456
15 93 626
15 94 24
15 95 816
15 96 257
15 97 554
15 98 132
15 99 936
15 100 24
16 17 544
16 18 476
16 19 709
16 20 564
16 21 638
16 22 45
16 23 723
16 24 763
16 25 774
16 26 831
16 27 168
16 28 519
16 29 894
16 30 549
16 31 406
16 32 256
16 33 949
16 34 850
16 35 921
16 36 376
16 37 591
16 38 974
16 39 584
16 40 256
16 41 610
16 42 121
16 43 393
16 44 657
16 45 403
16 46 989
16 47 122
16 48 648
16 49 30
16 50 229
16 51 545
16 52 403
16 53 648
16 54 806
16 55 153
16 56 484
16 57 369
16 58 485
16 59 544
16 60 478
16 61 845
16 62 942
16 63 901
16 64 71
16 65 125
16 66 223
16 67 233
16 68 951
16 69 574
16 70 545
16 71 306
16 72 125
16 73 913
16 74 660
16 75 420
16 76 523
16 77 660
16 78 283
16 79 474
16 80 990
16 81 544
16 82 309
16 83 977
16 84 31
16 85 657
16 86 797
16 87 930
16 88 916
16 89 423
16 90 970
16 91 754
16 92 6
16 93 654
16 94 709
16 95 684
16 96 402
16 97 259
16 98 268
16 99 299
16 100 295
17 18 390
17 19 207
17 20 115
17 21 599
17 22 84
17 23 765
17 24 401
17 25 751
17 26 682
17 27 174
17 28 663
17 29 776
17 30 591
17 31 627
17 32 435
17 33 975
17 34 165
17 35 899
17 36 336
17 37 851
17 38 775
17 39 857
17 40 527
17 41 131
17 42 342
17 43 330
17 44 27
17 45 985
17 46 897
17 47 91
17 48 526
17 49 817
17 50 954
17 51 911
17 52 646
17 53 228
17 54 753
17 55 954
17 56 794
17 57 3
17 58 655
17 59 962
17 60 61
17 61 248
17 62 257
17 63 984
17 64 803
17 65 25
17 66 2
17 67 635
17 68 858
17 69 98
17 70 342
17 71 107
17 72 549
17 73 648
17 74 758
17 75 426
17 76 905
17 77 67
17 78 164
17 79 687
17 80 774
17 81 191
17 82 510
17 83 251
17 84 737
17 85 580
17 86 624
17 87 135
17 88 9
17 89 707
17 90 591
17 91 86
17 92 745
17 93 164
17 94 207
17 95 73
17 96 416
17 97 238
17 98 325
17 99 168
17 100 186
18 19 481
18 20 121
18 21 72
18 22 455
18 23 119
18 24 580
18 25 755
18 26 997
18 27 416
18 28 762
18 29 945
18 30 356
18 31 355
18 32 629
18 33 459
18 34 431
18 35 235
18 36 484
18 37 603
18 38 410
18 39 56
18 40 331
18 41 128
18 42 495
18 43 797
18 44 681
18 45 476
18 46 64
18 47 935
18 48 621
18 49 301
18 50 212
18 51 839
18 52 184
18 53 497
18 54 836
18 55 867
18 56 312
18 57 221
18 58 683
18 59 312
18 60 973
18 61 644
18 62 38
18 63 514
18 64 211
18 65 410
18 66 971
18 67 791
18 68 195
18 69 49
18 70 314
18 71 9
18 72 545
18 73 809
18 74 794
18 75 936
18 76 499
18 77 668
18 78 990
18 79 706
18 80 703
18 81 480
18 82 34
18 83 27
18 84 683
18 85 514
18 86 236
18 87 987
18 88 289
18 89 865
18 90 47
18 91 552
18 92 654
18 93 451
18 94 38
18 95 140
18 96 484
18 97 618
18 98 805
18 99 861
18 100 697
19 20 550
19 21 990
19 22 291
19 23 730
19 24 992
19 25 828
19 26 886
19 27 59
19 28 12
19 29 889
19 30 402
19 31 713
19 32 787
19 33 949
19 34 918
19 35 849
19 36 648
19 37 150
19 38 334
19 39 670
19 40 868
19 41 878
19 42 448
19 43 243
19 44 927
19 45 29
19 46 968
19 47 5
19 48 238
19 49 583
19 50 75
19 51 9
19 52 577
19 53 662
19 54 391
19 55 212
19 56 679
19 57 485
19 58 467
19 59 337
19 60 763
19 61 910
19 62 143
19 63 121
19 64 950
19 65 461
19 66 397
19 67 989
19 68 814
19 69 29
19 70 532
19 71 447
19 72 555
19 73 666
19 74 829
19 75 755
19 76 521
19 77 137
19 78 1000
19 79 656
19 80 66
19 81 161
19 82 76
19 83 229
19 84 989
19 85 505
19 86 565
19 87 144
19 88 13
19 89 358
19 90 15
19 91 887
19 92 66
19 93 655
19 94 315
19 95 725
19 96 334
19 97 275
19 98 366
19 99 488
19 100 318
20 21 275
20 22 969
20 23 437
20 24 389
20 25 604
20 26 37
20 27 783
20 28 574
20 29 940
20 30 504
20 31 651
20 32 539
20 33 594
20 34 524
20 35 531
20 36 39
20 37 649
20 38 835
20 39 509
20 40 279
20 41 742
20 42 380
20 43 841
20 44 958
20 45 180
20 46 566
20 47 653
20 48 946
20 49 299
20 50 744
20 51 813
20 52 854
20 53 245
20 54 800
20 55 285
20 56 975
20 57 590
20 58 933
20 59 497
20 60 317
20 61 469
20 62 13
20 63 531
20 64 733
20 65 143
20 66 96
20 67 169
20 68 366
20 69 177
20 70 987
20 71 116
20 72 902
20 73 636
20 74 931
20 75 910
20 76 365
20 77 991
20 78 813
20 79 357
20 80 433
20 81 645
20 82 464
20 83 504
20 84 511
20 85 246
20 86 944
20 87 466
20 88 57
20 89 223
20 90 891
20 91 648
20 92 873
20 93 209
20 94 325
20 95 162
20 96 366
20 97 272
20 98 483
20 99 475
20 100 3
21 22 123
21 23 575
21 24 602
21 25 446
21 26 740
21 27 550
21 28 382
21 29 105
21 30 51
21 31 237
21 32 621
21 33 83
21 34 628
21 35 475
21 36 182
21 37 766
21 38 541
21 39 86
21 40 282
21 41 521
21 42 807
21 43 802
21 44 564
21 45 254
21 46 99
21 47 504
21 48 743
21 49 796
21 50 646
21 51 390
21 52 857
21 53 373
21 54 477
21 55 916
21 56 436
21 57 618
21 58 460
21 59 635
21 60 123
21 61 884
21 62 775
21 63 286
21 64 556
21 65 824
21 66 766
21 67 742
21 68 547
21 69 486
21 70 346
21 71 678
21 72 862
21 73 394
21 74 347
21 75 71
21 76 148
21 77 363
21 78 529
21 79 882
21 80 797
21 81 23
21 82 134
21 83 542
21 84 804
21 85 290
21 86 181
21 87 95
21 88 910
21 89 264
21 90 904
21 91 100
21 92 578
21 93 302
21 94 28
21 95 672
21 96 600
21 97 227
21 98 780
21 99 244
21 100 374
22 23 931
22 24 828
22 25 937
22 26 167
22 27 842
22 28 553
22 29 621
22 30 887
22 31 994
22 32 343
22 33 52
22 34 179
22 35 685
22 36 811
22 37 676
22 38 881
22 39 956
22 40 128
22 41 960
22 42 147
22 43 372
22 44 882
22 45 375
22 46 771
22 47 848
22 48 133
22 49 374
22 50 520
22 51 500
22 52 594
22 53 979
22 54 518
22 55 749
22 56 109
22 57 844
22 58 981
22 59 172
22 60 838
22 61 888
22 62 840
22 63 831
22 64 838
22 65 878
22 66 68
22 67 64
22 68 950
22 69 546
22 70 733
22 71 968
22 72 168
22 73 127
22 74 98
22 75 68
22 76 909
22 77 405
22 78 302
22 79 902
22 80 863
22 81 635
22 82 412
22 83 495
22 84 336
22 85 958
22 86 913
22 87 981
22 88 264
22 89 147
22 90 920
22 91 833
22 92 317
22 93 827
22 94 649
22 95 450
22 96 765
22 97 484
22 98 974
22 99 79
22 100 33
23 24 921
23 25 80
23 26 309
23 27 101
23 28 977
23 29 542
23 30 623
23 31 201
23 32 650
23 33 350
23 34 734
23 35 445
23 36 966
23 37 698
23 38 702
23 39 335
23 40 207
23 41 570
23 42 57
23 43 320
23 44 361
23 45 426
23 46 414
23 47 809
23 48 905
23 49 532
23 50 316
23 51 328
23 52 265
23 53 734
23 54 292
23 55 739
23 56 586
23 57 724
23 58 356
23 59 682
23 60 656
23 61 84
23 62 444
23 63 679
23 64 88
23 65 672
23 66 504
23 67 559
23 68 142
23 69 130
23 70 253
23 71 126
23 72 770
23 73 577
23 74 799
23 75 259
23 76 765
23 77 770
23 78 644
23 79 835
23 80 106
23 81 284
23 82 786
23 83 183
23 84 877
23 85 514
23 86 905
23 87 955
23 88 343
23 89 543
23 90 876
23 91 618
23 92 76
23 93 161
23 94 81
23 95 967
23 96 210
23 97 604
23 98 266
23 99 338
23 100 203
24 25 788
24 26 920
24 27 445
24 28 705
24 29 103
24 30 417
24 31 13
24 32 402
24 33 51
24 34 392
24 35 622
24 36 932
24 37 280
24 38 106
24 39 439
24 40 245
24 41 808
24 42 761
24 43 768
24 44 7
24 45 493
24 46 25
24 47 569
24 48 915
24 49 35
24 50 225
24 51 390
24 52 24
24 53 59
24 54 960
24 55 368
24 56 456
24 57 78
24 58 117
24 59 232
24 60 87
24 61 392
24 62 515
24 63 471
24 64 84
24 65 197
24 66 671
24 67 96
24 68 396
24 69 473
24 70 414
24 71 660
24 72 557
24 73 436
24 74 343
24 75 471
24 76 410
24 77 609
24 78 352
24 79 150
24 80 615
24 81 798
24 82 706
24 83 979
24 84 53
24 85 528
24 86 420
24 87 690
24 88 473
24 89 738
24 90 897
24 91 630
24 92 4
24 93 769
24 94 86
24 95 472
24 96 386
24 97 963
24 98 630
24 99 889
24 100 31
25 26 393
25 27 738
25 28 861
25 29 270
25 30 549
25 31 775
25 32 557
25 33 399
25 34 3
25 35 794
25 36 927
25 37 386
25 38 368
25 39 497
25 40 466
25 41 336
25 42 82
25 43 369
25 44 795
25 45 92
25 46 830
25 47 954
25 48 985
25 49 563
25 50 635
25 51 513
25 52 810
25 53 651
25 54 931
25 55 561
25 56 335
25 57 883
25 58 149
25 59 997
25 60 512
25 61 103
25 62 624
25 63 822
25 64 724
25 65 839
25 66 867
25 67 680
25 68 419
25 69 202
25 70 494
25 71 709
25 72 287
25 73 429
25 74 368
25 75 422
25 76 629
25 77 417
25 78 746
25 79 622
25 80 846
25 81 884
25 82 469
25 83 570
25 84 232
25 85 985
25 86 513
25 87 898
25 88 472
25 89 514
25 90 428
25 91 1
25 92 535
25 93 42
25 94 468
25 95 888
25 96 873
25 97 607
25 98 468
25 99 731
25 100 100
26 27 804
26 28 750
26 29 595
26 30 582
26 31 400
26 32 613
26 33 83
26 34 591
26 35 816
26 36 207
26 37 879
26 38 965
26 39 104
26 40 831
26 41 423
26 42 436
26 43 262
26 44 950
26 45 213
26 46 41
26 47 3
26 48 495
26 49 449
26 50 306
26 51 340
26 52 215
26 53 19
26 54 108
26 55 598
26 56 155
26 57 56
26 58 397
26 59 697
26 60 540
26 61 549
26 62 192
26 63 835
26 64 619
26 65 748
26 66 533
26 67 924
26 68 261
26 69 338
26 70 299
26 71 376
26 72 355
26 73 627
26 74 76
26 75 120
26 76 309
26 77 220
26 78 485
26 79 942
26 80 193
26 81 933
26 82 652
26 83 514
26 84 326
26 85 903
26 86 736
26 87 723
26 88 352
26 89 156
26 90 688
26 91 152
26 92 97
26 93 104
26 94 663
26 95 837
26 96 770
26 97 702
26 98 760
26 99 641
26 100 284
27 28 258
27 29 5
27 30 866
27 31 757
27 32 128
27 33 757
27 34 963
27 35 485
27 36 774
27 37 951
27 38 442
27 39 943
27 40 933
27 41 855
27 42 347
27 43 593
27 44 865
27 45 267
27 46 906
27 47 562
27 48 923
27 49 305
27 50 207
27 51 480
27 52 936
27 53 242
27 54 22
27 55 26
27 56 123
27 57 30
27 58 133
27 59 981
27 60 536
27 61 445
27 62 759
27 63 828
27 64 262
27 65 38
27 66 961
27 67 203
27 68 869
27 69 288
27 70 127
27 71 745
27 72 822
27 73 651
27 74 888
27 75 134
27 76 874
27 77 414
27 78 89
27 79 368
27 80 639
27 81 535
27 82 663
27 83 577
27 84 859
27 85 883
27 86 524
27 87 925
27 88 77
27 89 554
27 90 832
27 91 384
27 92 709
27 93 184
27 94 253
27 95 439
27 96 759
27 97 432
27 98 49
27 99 15
27 100 641
28 29 51
28 30 138
28 31 177
28 32 862
28 33 227
28 34 451
28 35 396
28 36 537
28 37 93
