100 14850
2 83 794
2 84 817
2 85 834
2 86 571
2 87 528
2 88 975
2 89 217
2 90 202
2 91 49
2 92 324
2 93 272
2 94 72
2 95 478
2 96 435
2 97 473
2 98 333
2 99 265
2 100 707
3 4 292
3 5 530
3 6 774
3 7 976
3 8 716
3 9 359
3 10 57
3 11 58
3 12 378
3 13 512
3 14 976
3 15 66
3 16 593
3 17 64
3 18 112
3 19 626
3 20 866
3 21 164
3 22 117
3 23 337
3 24 638
3 25 985
3 26 442
3 27 98
3 28 346
3 29 198
3 30 610
3 31 147
3 32 76
3 33 426
3 34 450
3 35 939
3 36 364
3 37 434
3 38 976
3 39 203
3 40 938
3 41 31
3 42 817
3 43 800
3 44 449
3 45 909
3 46 383
3 47 245
3 48 489
3 49 927
3 50 187
3 51 981
3 52 443
3 53 546
3 54 988
3 55 796
3 56 967
3 57 424
3 58 681
3 59 962
3 60 150
3 61 387
3 62 109
3 63 973
3 64 639
3 65 275
3 66 211
3 67 993
3 68 295
3 69 386
3 70 190
3 71 357
3 72 160
3 73 507
3 74 610
3 75 753
3 76 793
3 77 770
3 78 598
3 79 932
3 80 259
3 81 808
3 82 580
3 83 62
3 84 336
3 85 957
3 86 213
3 87 80
3 88 722
3 89 477
3 90 441
3 91 661
3 92 289
3 93 37
3 94 846
3 95 645
3 96 698
3 97 938
3 98 708
3 99 56
3 100 895
4 5 819
4 6 463
4 7 51
4 8 314
4 9 819
4 10 463
4 11 421
4 12 804
4 13 438
4 14 220
4 15 494
4 16 604
4 17 585
4 18 554
4 19 564
4 20 898
4 21 525
4 22 314
4 23 184
4 24 746
4 25 746
4 26 599
4 27 957
4 28 446
4 29 939
4 30 646
4 31 660
4 32 617
4 33 614
4 34 807
4 35 830
4 36 557
4 37 59
4 38 294
4 39 161
4 40 659
4 41 636
4 42 603
4 43 322
4 44 954
4 45 650
4 46 799
4 47 60
4 48 53
4 49 276
4 50 77
4 51 697
4 52 57
4 53 272
4 54 269
4 55 367
4 56 214
4 57 471
4 58 236
4 59 628
4 60 382
4 61 272
4 62 287
4 63 283
4 64 591
4 65 641
4 66 77
4 67 536
4 68 247
4 69 322
4 70 637
4 71 829
4 72 782
4 73 270
4 74 463
4 75 992
4 76 792
4 77 530
4 78 841
4 79 528
4 80 963
4 81 40
4 82 819
4 83 189
4 84 321
4 85 109
4 86 509
4 87 154
4 88 627
4 89 534
4 90 635
4 91 466
4 92 937
4 93 609
4 94 500
4 95 543
4 96 639
4 97 499
4 98 791
4 99 905
4 100 511
5 6 714
5 7 899
5 8 465
5 9 598
5 10 674
5 11 679
5 12 981
5 13 949
5 14 595
5 15 802
5 16 560
5 17 518
5 18 178
5 19 153
5 20 280
5 21 774
5 22 836
5 23 915
5 24 337
5 25 814
5 26 458
5 27 283
5 28 280
5 29 27
5 30 911
5 31 969
5 32 234
5 33 610
5 34 807
5 35 922
5 36 190
5 37 475
5 38 231
5 39 940
5 40 740
5 41 351
5 42 440
5 43 88
5 44 857
5 45 129
5 46 753
5 47 93
5 48 582
5 49 731
5 50 128
5 51 157
5 52 730
5 53 80
5 54 147
5 55 825
5 56 971
5 57 933
5 58 405
5 59 870
5 60 894
5 61 649
5 62 530
5 63 330
5 64 917
5 65 183
5 66 327
5 67 149
5 68 155
5 69 841
5 70 762
5 71 73
5 72 595
5 73 614
5 74 801
5 75 731
5 76 200
5 77 117
5 78 301
5 79 78
5 80 788
5 81 444
5 82 473
5 83 609
5 84 811
5 85 481
5 86 624
5 87 28
5 88 380
5 89 469
5 90 179
5 91 288
5 92 147
5 93 876
5 94 210
5 95 174
5 96 917
5 97 861
5 98 959
5 99 854
5 100 81
6 7 888
6 8 85
6 9 63
6 10 235
6 11 284
6 12 631
6 13 854
6 14 608
6 15 776
6 16 927
6 17 74
6 18 137
6 19 327
6 20 934
6 21 993
6 22 312
6 23 797
6 24 741
6 25 766
6 26 150
6 27 237
6 28 225
6 29 634
6 30 895
6 31 859
6 32 84
6 33 44
6 34 327
6 35 978
6 36 745
6 37 119
6 38 764
6 39 477
6 40 868
6 41 130
6 42 130
6 43 591
6 44 445
6 45 904
6 46 695
6 47 47
6 48 711
6 49 349
6 50 354
6 51 876
6 52 372
6 53 494
6 54 539
6 55 425
6 56 861
6 57 736
6 58 135
6 59 378
6 60 626
6 61 206
6 62 9
6 63 829
6 64 676
6 65 437
6 66 4
6 67 696
6 68 868
6 69 734
6 70 519
6 71 44
6 72 671
6 73 945
6 74 16
6 75 90
6 76 397
6 77 531
6 78 89
6 79 948
6 80 122
6 81 128
6 82 928
6 83 416
6 84 792
6 85 2
6 86 309
6 87 341
6 88 240
6 89 85
6 90 454
6 91 363
6 92 110
6 93 508
6 94 375
6 95 93
6 96 902
6 97 803
6 98 571
6 99 4
6 100 651
7 8 189
7 9 172
7 10 604
7 11 944
7 12 635
7 13 895
7 14 666
7 15 284
7 16 590
7 17 434
7 18 578
7 19 20
7 20 587
7 21 116
7 22 103
7 23 335
7 24 108
7 25 961
7 26 99
7 27 24
7 28 416
7 29 492
7 30 989
7 31 41
7 32 245
7 33 896
7 34 37
7 35 67
7 36 543
7 37 416
7 38 721
7 39 557
7 40 677
7 41 66
7 42 751
7 43 27
7 44 777
7 45 36
7 46 531
7 47 542
7 48 138
7 49 391
7 50 110
7 51 656
7 52 854
7 53 938
7 54 917
7 55 287
7 56 108
7 57 345
7 58 832
7 59 247
7 60 784
7 61 899
7 62 384
7 63 426
7 64 324
7 65 489
7 66 127
7 67 866
7 68 14
7 69 694
7 70 491
7 71 192
7 72 95
7 73 63
7 74 654
7 75 153
7 76 404
7 77 970
7 78 225
7 79 248
7 80 434
7 81 636
7 82 798
7 83 672
7 84 13
7 85 182
7 86 669
7 87 72
7 88 1
7 89 828
7 90 250
7 91 836
7 92 697
7 93 591
7 94 1
7 95 913
7 96 859
7 97 89
7 98 903
7 99 388
7 100 525
8 9 324
8 10 790
8 11 300
8 12 44
8 13 535
8 14 65
8 15 442
8 16 1000
8 17 496
8 18 616
8 19 119
8 20 942
8 21 859
8 22 974
8 23 100
8 24 98
8 25 400
8 26 996
8 27 255
8 28 487
8 29 294
8 30 641
8 31 610
8 32 116
8 33 749
8 34 623
8 35 790
8 36 163
8 37 643
8 38 987
8 39 108
8 40 338
8 41 991
8 42 919
8 43 766
8 44 826
8 45 374
8 46 309
8 47 908
8 48 503
8 49 680
8 50 903
8 51 515
8 52 329
8 53 767
8 54 48
8 55 362
8 56 98
8 57 911
8 58 365
8 59 543
8 60 972
8 61 139
8 62 872
8 63 275
8 64 456
8 65 821
8 66 360
8 67 985
8 68 756
8 69 118
8 70 78
8 71 896
8 72 668
8 73 147
8 74 8
8 75 617
8 76 447
8 77 985
8 78 294
8 79 454
8 80 303
8 81 850
8 82 608
8 83 433
8 84 463
8 85 84
8 86 506
8 87 271
8 88 956
8 89 798
8 90 70
8 91 781
8 92 563
8 93 279
8 94 388
8 95 431
8 96 585
8 97 520
8 98 653
8 99 67
8 100 356
9 10 492
9 11 951
9 12 10
9 13 683
9 14 9
9 15 16
9 16 20
9 17 617
9 18 292
9 19 502
9 20 873
9 21 246
9 22 602
9 23 585
9 24 513
9 25 417
9 26 546
9 27 914
9 28 33
9 29 565
9 30 911
9 31 234
9 32 957
9 33 72
9 34 142
9 35 211
9 36 566
9 37 823
9 38 823
9 39 267
9 40 247
9 41 890
9 42 763
9 43 462
9 44 99
9 45 505
9 46 558
9 47 729
9 48 283
9 49 748
9 50 730
9 51 996
9 52 851
9 53 628
9 54 798
9 55 16
9 56 36
9 57 468
9 58 909
9 59 918
9 60 241
9 61 775
9 62 865
9 63 806
9 64 199
9 65 11
9 66 675
9 67 942
9 68 60
9 69 943
9 70 975
9 71 298
9 72 375
9 73 484
9 74 941
9 75 544
9 76 203
9 77 209
9 78 544
9 79 762
9 80 852
9 81 957
9 82 253
9 83 416
9 84 961
9 85 200
9 86 565
9 87 409
9 88 923
9 89 94
9 90 941
9 91 237
9 92 880
9 93 386
9 94 41
9 95 567
9 96 774
9 97 599
9 98 337
9 99 761
9 100 184
10 11 173
10 12 485
10 13 168
10 14 942
10 15 469
10 16 54
10 17 208
10 18 753
10 19 821
10 20 478
10 21 557
10 22 318
10 23 61
10 24 330
10 25 980
10 26 670
10 27 165
10 28 294
10 29 601
10 30 734
10 31 977
10 32 427
10 33 674
10 34 327
10 35 152
10 36 585
10 37 121
10 38 94
10 39 756
10 40 105
10 41 424
10 42 99
10 43 193
10 44 129
10 45 630
10 46 79
10 47 378
10 48 145
10 49 543
10 50 570
10 51 324
10 52 640
10 53 386
10 54 409
10 55 582
10 56 944
10 57 483
10 58 334
10 59 180
10 60 644
10 61 759
10 62 671
10 63 3
10 64 169
10 65 106
10 66 348
10 67 781
10 68 409
10 69 906
10 70 706
10 71 105
10 72 472
10 73 268
10 74 855
10 75 136
10 76 947
10 77 763
10 78 559
10 79 948
10 80 273
10 81 717
10 82 865
10 83 651
10 84 76
10 85 348
10 86 996
10 87 747
10 88 597
10 89 301
10 90 200
10 91 354
10 92 539
10 93 375
10 94 578
10 95 258
10 96 982
10 97 489
10 98 100
10 99 934
10 100 190
11 12 183
11 13 301
11 14 973
11 15 445
11 16 204
11 17 397
11 18 589
11 19 247
11 20 974
11 21 795
11 22 118
11 23 510
11 24 974
11 25 242
11 26 689
11 27 596
11 28 369
11 29 89
11 30 481
11 31 302
11 32 386
11 33 406
11 34 251
11 35 168
11 36 271
11 37 938
11 38 36
11 39 698
11 40 858
11 41 131
11 42 223
11 43 373
11 44 43
11 45 710
11 46 389
11 47 547
11 48 726
11 49 555
11 50 590
11 51 600
11 52 999
11 53 840
11 54 33
11 55 948
11 56 640
11 57 693
11 58 278
11 59 775
11 60 205
11 61 839
11 62 418
11 63 592
11 64 268
11 65 979
11 66 886
11 67 985
11 68 597
11 69 874
11 70 830
11 71 165
11 72 326
11 73 379
11 74 217
11 75 165
11 76 407
11 77 906
11 78 86
11 79 817
11 80 903
11 81 54
11 82 632
11 83 844
11 84 902
11 85 389
11 86 37
11 87 691
11 88 114
11 89 601
11 90 212
11 91 955
11 92 439
11 93 538
11 94 890
11 95 512
11 96 57
11 97 839
11 98 728
11 99 712
11 100 831
12 13 151
12 14 338
12 15 246
12 16 83
12 17 173
12 18 434
12 19 542
12 20 21
12 21 999
12 22 500
12 23 810
12 24 382
12 25 509
12 26 662
12 27 82
12 28 75
12 29 777
12 30 680
12 31 861
12 32 878
12 33 742
12 34 237
12 35 244
12 36 483
12 37 620
12 38 937
12 39 627
12 40 439
12 41 795
12 42 700
12 43 335
12 44 779
12 45 174
12 46 461
12 47 819
12 48 399
12 49 232
12 50 347
12 51 243
12 52 461
12 53 242
12 54 770
12 55 597
12 56 389
12 57 423
12 58 77
12 59 684
12 60 237
12 61 979
12 62 715
12 63 593
12 64 489
12 65 279
12 66 52
12 67 515
12 68 577
12 69 656
12 70 297
12 71 12
12 72 679
12 73 548
12 74 178
12 75 106
12 76 575
12 77 990
12 78 302
12 79 780
12 80 620
12 81 668
12 82 384
12 83 774
12 84 131
12 85 30
12 86 738
12 87 761
12 88 729
12 89 192
12 90 730
12 91 284
12 92 438
12 93 610
12 94 96
12 95 41
12 96 583
12 97 769
12 98 311
12 99 406
12 100 787
13 14 360
13 15 416
13 16 263
13 17 621
13 18 687
13 19 988
13 20 541
13 21 681
13 22 283
13 23 169
13 24 38
13 25 172
13 26 980
13 27 923
13 28 407
13 29 262
13 30 897
13 31 950
13 32 407
13 33 784
13 34 103
13 35 925
13 36 782
13 37 54
13 38 929
13 39 982
13 40 372
13 41 874
13 42 158
13 43 619
13 44 321
13 45 11
13 46 588
13 47 439
13 48 488
13 49 685
13 50 694
13 51 414
13 52 425
13 53 888
13 54 383
13 55 572
13 56 519
13 57 557
13 58 61
13 59 296
13 60 178
13 61 915
13 62 516
13 63 654
13 64 149
13 65 514
13 66 331
13 67 422
13 68 344
13 69 788
13 70 832
13 71 736
13 72 769
13 73 156
13 74 782
13 75 535
13 76 430
13 77 971
13 78 333
13 79 218
13 80 313
13 81 872
13 82 941
13 83 190
13 84 805
13 85 314
13 86 255
13 87 224
13 88 164
13 89 359
13 90 192
13 91 789
13 92 890
13 93 978
13 94 703
13 95 801
13 96 122
13 97 457
13 98 944
13 99 430
13 100 402
14 15 674
14 16 857
14 17 922
14 18 432
14 19 298
14 20 370
14 21 571
14 22 668
14 23 221
14 24 732
14 25 304
14 26 877
14 27 757
14 28 691
14 29 504
14 30 996
14 31 407
14 32 508
14 33 41
14 34 930
14 35 235
14 36 46
14 37 641
14 38 111
14 39 166
14 40 414
14 41 46
14 42 973
14 43 731
14 44 901
14 45 616
14 46 653
14 47 72
14 48 182
14 49 307
14 50 575
14 51 248
14 52 38
14 53 193
14 54 737
14 55 140
14 56 61
14 57 954
14 58 837
14 59 499
14 60 97
14 61 997
14 62 579
14 63 939
14 64 392
14 65 143
14 66 789
14 67 923
14 68 686
14 69 44
14 70 176
14 71 24
14 72 746
14 73 747
14 74 866
14 75 29
14 76 49
14 77 95
14 78 60
14 79 672
14 80 628
14 81 863
14 82 429
14 83 35
14 84 296
14 85 819
14 86 104
14 87 937
14 88 737
14 89 128
14 90 364
14 91 829
14 92 203
14 93 762
14 94 398
14 95 16
14 96 795
14 97 853
14 98 730
14 99 240
14 100 568
15 16 142
15 17 183
15 18 925
15 19 936
15 20 965
15 21 481
15 22 625
15 23 127
15 24 440
15 25 850
15 26 489
15 27 653
15 28 764
15 29 240
15 30 762
15 31 42
15 32 820
15 33 1000
15 34 648
15 35 316
15 36 487
15 37 147
15 38 60
15 39 943
15 40 348
15 41 565
15 42 67
15 43 249
15 44 696
15 45 757
15 46 79
15 47 534
15 48 33
15 49 998
15 50 68
15 51 361
15 52 464
15 53 13
15 54 370
15 55 766
15 56 673
15 57 519
15 58 870
15 59 358
15 60 387
15 61 269
15 62 613
15 63 568
15 64 520
15 65 423
15 66 138
15 67 499
15 68 399
15 69 387
15 70 81
15 71 142
15 72 754
15 73 457
15 74 852
15 75 923
15 76 401
15 77 889
15 78 413
15 79 820
15 80 769
15 81 252
15 82 484
15 83 541
15 84 711
15 85 172
15 86 692
15 87 485
15 88 272
15 89 826
15 90 487
15 91 485
15 92 314
15 93 793
15 94 848
15 95 553
15 96 199
15 97 137
15 98 99
15 99 122
15 100 930
16 17 804
16 18 362
16 19 516
16 20 435
16 21 715
16 22 458
16 23 629
16 24 901
16 25 160
16 26 291
16 27 52
16 28 353
16 29 341
16 30 28
16 31 134
16 32 877
16 33 186
16 34 599
16 35 696
16 36 166
16 37 795
16 38 342
16 39 415
16 40 326
16 41 106
16 42 807
16 43 68
16 44 85
16 45 672
16 46 53
16 47 165
16 48 854
16 49 632
16 50 948
16 51 671
16 52 295
16 53 249
16 54 300
16 55 819
16 56 330
16 57 622
16 58 842
16 59 248
16 60 744
16 61 426
16 62 385
16 63 939
16 64 834
16 65 797
16 66 677
16 67 701
16 68 740
16 69 718
16 70 764
16 71 170
16 72 412
16 73 515
16 74 908
16 75 576
16 76 364
16 77 321
16 78 348
16 79 749
16 80 645
16 81 621
16 82 464
16 83 104
16 84 697
16 85 232
16 86 122
16 87 586
16 88 26
16 89 342
16 90 272
16 91 812
16 92 852
16 93 436
16 94 69
16 95 898
16 96 159
16 97 261
16 98 88
16 99 691
16 100 828
17 18 152
17 19 411
17 20 413
17 21 761
17 22 346
17 23 645
17 24 928
17 25 172
17 26 146
17 27 162
17 28 134
17 29 481
17 30 35
17 31 112
17 32 203
17 33 451
17 34 104
17 35 996
17 36 663
17 37 531
17 38 399
17 39 866
17 40 545
17 41 540
17 42 64
17 43 420
17 44 91
17 45 132
17 46 353
17 47 574
17 48 750
17 49 721
17 50 918
17 51 268
17 52 449
17 53 765
17 54 937
17 55 592
17 56 369
17 57 600
17 58 973
17 59 500
17 60 721
17 61 243
17 62 658
17 63 673
17 64 246
17 65 825
17 66 568
17 67 322
17 68 424
17 69 590
17 70 894
17 71 986
17 72 633
17 73 625
17 74 768
17 75 609
17 76 739
17 77 736
17 78 361
17 79 455
17 80 851
17 81 162
17 82 105
17 83 650
17 84 220
17 85 22
17 86 644
17 87 402
17 88 530
17 89 691
17 90 392
17 91 195
17 92 53
17 93 516
17 94 784
17 95 505
17 96 402
17 97 537
17 98 596
17 99 827
17 100 883
18 19 150
18 20 938
18 21 73
18 22 655
18 23 877
18 24 773
18 25 632
18 26 205
18 27 657
18 28 90
18 29 629
18 30 858
18 31 345
18 32 65
18 33 198
18 34 312
18 35 329
18 36 838
18 37 803
18 38 438
18 39 442
18 40 762
18 41 909
18 42 811
18 43 588
18 44 227
18 45 546
18 46 730
18 47 759
18 48 425
18 49 567
18 50 696
18 51 362
18 52 660
18 53 647
18 54 583
18 55 19
18 56 70
18 57 315
18 58 992
18 59 283
18 60 860
18 61 572
18 62 526
18 63 920
18 64 418
18 65 882
18 66 951
18 67 690
18 68 905
18 69 604
18 70 506
18 71 801
18 72 205
18 73 131
18 74 819
18 75 448
18 76 314
18 77 310
18 78 181
18 79 118
18 80 555
18 81 926
18 82 159
18 83 579
18 84 204
18 85 304
18 86 775
18 87 727
18 88 413
18 89 312
18 90 743
18 91 707
18 92 507
18 93 337
18 94 500
18 95 988
18 96 48
18 97 2
18 98 3
18 99 310
18 100 249
19 20 692
19 21 541
19 22 672
19 23 610
19 24 179
19 25 40
19 26 791
19 27 890
19 28 891
19 29 594
19 30 691
19 31 754
19 32 618
19 33 207
19 34 360
19 35 732
19 36 719
19 37 982
19 38 631
19 39 325
19 40 105
19 41 242
19 42 724
19 43 382
19 44 557
19 45 317
19 46 105
19 47 106
19 48 182
19 49 973
19 50 597
19 51 286
19 52 29
19 53 737
19 54 911
19 55 631
19 56 200
19 57 579
19 58 13
19 59 313
19 60 960
19 61 702
19 62 10
19 63 56
19 64 682
19 65 418
19 66 463
19 67 418
19 68 646
19 69 346
19 70 313
19 71 92
19 72 2
19 73 414
19 74 833
19 75 353
19 76 443
19 77 402
19 78 279
19 79 8
19 80 377
19 81 10
19 82 163
19 83 449
19 84 660
19 85 683
19 86 326
19 87 689
19 88 166
19 89 681
19 90 215
19 91 458
19 92 766
19 93 126
19 94 60
19 95 759
19 96 486
19 97 9
19 98 852
19 99 453
19 100 916
20 21 399
20 22 308
20 23 766
20 24 144
20 25 324
20 26 235
20 27 802
20 28 783
20 29 74
20 30 970
20 31 434
20 32 871
20 33 902
20 34 823
20 35 190
20 36 703
20 37 356
20 38 680
20 39 967
20 40 880
20 41 732
20 42 199
20 43 716
20 44 136
20 45 379
20 46 279
20 47 427
20 48 728
20 49 840
20 50 694
20 51 45
20 52 438
20 53 64
20 54 106
20 55 167
20 56 495
20 57 178
20 58 834
20 59 627
20 60 943
20 61 540
20 62 95
20 63 333
20 64 274
20 65 77
20 66 596
20 67 971
20 68 358
20 69 123
20 70 687
20 71 418
20 72 973
20 73 257
20 74 472
20 75 993
20 76 478
20 77 864
20 78 557
20 79 890
20 80 432
20 81 408
20 82 358
20 83 417
20 84 201
20 85 655
20 86 147
20 87 878
20 88 850
20 89 323
20 90 239
20 91 242
20 92 867
20 93 899
20 94 19
20 95 916
20 96 524
20 97 604
20 98 701
20 99 273
20 100 901
21 22 744
21 23 17
21 24 757
21 25 902
21 26 924
21 27 243
21 28 710
21 29 773
21 30 875
21 31 239
21 32 245
21 33 951
21 34 853
21 35 417
21 36 805
21 37 270
21 38 874
21 39 827
21 40 249
21 41 831
21 42 245
21 43 761
21 44 577
21 45 80
21 46 139
21 47 564
21 48 663
21 49 888
21 50 193
21 51 563
21 52 592
21 53 688
21 54 367
21 55 290
21 56 469
21 57 955
21 58 540
21 59 425
21 60 805
21 61 585
21 62 596
21 63 122
21 64 852
21 65 966
21 66 955
21 67 646
21 68 465
21 69 789
21 70 817
21 71 493
21 72 394
21 73 890
21 74 573
21 75 413
21 76 77
21 77 682
21 78 141
21 79 4
21 80 318
21 81 963
21 82 195
21 83 810
21 84 441
21 85 151
21 86 532
21 87 81
21 88 799
21 89 245
21 90 53
21 91 633
21 92 732
21 93 52
21 94 102
21 95 456
21 96 337
21 97 487
21 98 136
21 99 24
21 100 665
22 23 980
22 24 969
22 25 448
22 26 194
22 27 304
22 28 75
22 29 912
22 30 703
22 31 351
22 32 675
22 33 65
22 34 889
22 35 670
22 36 601
22 37 271
22 38 345
22 39 801
22 40 171
22 41 919
22 42 762
22 43 716
22 44 553
22 45 186
22 46 458
22 47 894
22 48 360
22 49 945
22 50 594
22 51 850
22 52 456
22 53 734
22 54 690
22 55 144
22 56 206
22 57 944
22 58 296
22 59 181
22 60 660
22 61 680
22 62 932
22 63 346
22 64 402
22 65 928
22 66 653
22 67 261
22 68 42
22 69 981
22 70 848
22 71 228
22 72 604
22 73 283
22 74 137
22 75 139
22 76 267
22 77 105
22 78 468
22 79 407
22 80 225
22 81 746
22 82 781
22 83 721
22 84 617
22 85 160
22 86 842
22 87 657
22 88 794
22 89 191
22 90 112
22 91 455
22 92 378
22 93 839
22 94 755
22 95 501
22 96 873
22 97 225
22 98 150
22 99 317
22 100 791
23 24 177
23 25 509
23 26 99
23 27 542
23 28 608
23 29 469
23 30 112
23 31 567
23 32 116
23 33 762
23 34 464
23 35 444
23 36 468
23 37 321
23 38 94
23 39 963
23 40 890
23 41 436
23 42 978
23 43 390
23 44 347
23 45 819
23 46 890
23 47 419
23 48 216
23 49 680
23 50 230
23 51 531
23 52 44
23 53 186
23 54 743
23 55 761
23 56 297
23 57 901
23 58 160
23 59 90
23 60 280
23 61 68
23 62 62
23 63 963
23 64 647
23 65 855
23 66 519
23 67 656
23 68 174
23 69 903
23 70 289
23 71 476
23 72 717
23 73 804
23 74 640
23 75 43
23 76 527
23 77 360
23 78 76
23 79 114
23 80 340
23 81 730
23 82 524
23 83 709
23 84 923
23 85 834
23 86 777
23 87 505
23 88 985
23 89 614
23 90 233
23 91 738
23 92 641
23 93 10
23 94 245
23 95 106
23 96 829
23 97 779
23 98 602
23 99 387
23 100 380
24 25 483
24 26 958
24 27 781
24 28 635
24 29 295
24 30 257
24 31 190
24 32 797
24 33 445
24 34 434
24 35 934
24 36 445
24 37 445
24 38 954
24 39 630
24 40 855
24 41 432
24 42 981
24 43 217
24 44 87
24 45 253
24 46 222
24 47 372
24 48 983
24 49 138
24 50 745
24 51 788
24 52 497
24 53 79
24 54 321
24 55 57
24 56 56
24 57 281
24 58 77
24 59 141
24 60 840
24 61 270
24 62 518
24 63 660
24 64 178
24 65 548
24 66 210
24 67 492
24 68 465
24 69 878
24 70 667
24 71 408
24 72 285
24 73 583
24 74 248
24 75 733
24 76 653
24 77 440
24 78 105
24 79 265
24 80 552
24 81 57
24 82 472
24 83 942
24 84 187
24 85 820
24 86 864
24 87 976
24 88 623
24 89 784
24 90 953
24 91 463
24 92 735
24 93 110
24 94 193
24 95 674
24 96 643
24 97 908
24 98 480
24 99 541
24 100 42
25 26 601
25 27 388
25 28 49
25 29 113
25 30 156
25 31 798
25 32 528
25 33 934
25 34 812
25 35 940
25 36 83
25 37 549
25 38 142
25 39 167
25 40 640
25 41 141
25 42 577
25 43 996
25 44 344
25 45 956
25 46 742
25 47 221
25 48 291
25 49 923
25 50 207
25 51 130
25 52 841
25 53 117
25 54 533
25 55 147
25 56 974
25 57 515
25 58 699
25 59 423
25 60 447
25 61 691
25 62 286
25 63 179
25 64 717
25 65 386
25 66 19
25 67 865
25 68 880
25 69 126
25 70 530
25 71 397
25 72 97
25 73 302
25 74 446
25 75 60
25 76 250
25 77 385
25 78 174
25 79 841
25 80 812
25 81 210
25 82 973
25 83 252
25 84 161
25 85 480
25 86 192
25 87 944
25 88 825
25 89 931
25 90 773
25 91 652
25 92 388
25 93 823
25 94 372
25 95 268
25 96 59
25 97 667
25 98 731
25 99 92
25 100 104
26 27 389
26 28 126
26 29 557
26 30 667
26 31 317
26 32 36
26 33 977
26 34 677
26 35 691
26 36 363
26 37 105
26 38 854
26 39 607
26 40 832
26 41 564
26 42 28
26 43 564
26 44 424
26 45 431
26 46 268
26 47 39
26 48 940
26 49 538
26 50 550
26 51 767
26 52 82
26 53 269
26 54 949
26 55 640
26 56 630
26 57 915
26 58 590
26 59 397
26 60 600
26 61 873
26 62 844
26 63 536
26 64 471
26 65 247
26 66 496
26 67 108
26 68 857
26 69 632
26 70 884
26 71 328
26 72 227
26 73 146
26 74 222
26 75 155
26 76 530
26 77 995
26 78 620
26 79 289
26 80 833
26 81 117
26 82 499
26 83 236
26 84 345
26 85 714
26 86 426
26 87 369
26 88 416
26 89 703
26 90 567
26 91 162
26 92 387
26 93 396
26 94 265
26 95 12
26 96 391
26 97 946
26 98 471
26 99 326
26 100 471
27 28 367
27 29 10
27 30 788
27 31 614
27 32 159
27 33 917
27 34 991
27 35 579
27 36 853
27 37 335
27 38 837
27 39 601
27 40 7
27 41 693
27 42 393
27 43 360
27 44 464
27 45 169
27 46 122
27 47 804
27 48 906
27 49 652
27 50 649
27 51 688
27 52 6
27 53 705
27 54 501
27 55 954
27 56 732
27 57 254
27 58 483
27 59 284
27 60 586
27 61 980
27 62 607
27 63 466
27 64 840
27 65 676
27 66 764
27 67 405
27 68 48
27 69 11
27 70 539
27 71 907
27 72 402
27 73 482
27 74 856
27 75 590
27 76 709
27 77 497
27 78 370
27 79 523
27 80 50
27 81 854
27 82 776
27 83 470
27 84 412
27 85 82
27 86 464
27 87 830
27 88 836
27 89 388
27 90 175
27 91 643
27 92 892
27 93 186
27 94 609
27 95 271
27 96 505
27 97 452
27 98 120
27 99 607
27 100 454
28 29 385
28 30 958
28 31 932
28 32 75
28 33 103
28 34 695
28 35 762
28 36 965
28 37 369
